Geo Point,PrimarySiteFunctionalLocation,Primary,PrimaryAlias,PrimarySubstationName,FirmCapacitySummer,FirmCapacityWinter,DemandHeadroom,DemandRAG,SeasonOfConstraint
"51.49377597235974, -0.15052483056462396",LPN-S000000000330,EBURY BRIDGE 11KV,EBBR,Ebury Bridge 11kV,125.0,147.8,42.8%,Green (Over 5% headroom),Summer
"51.517364219144284, -0.15536061585989586",LPN-S000000000349,HYDE PARK ESTATE B 11KV,HYPB,Hyde Park Estate B 11kV,44.4,58.5,42.12%,Green (Over 5% headroom),Summer
"51.5080348534882, -0.12914683820748496",LPN-S000000000359,LEICESTER SQ 11KV,LESQ,Leicester Sq 11kV,123.6,146.3,50.08%,Green (Over 5% headroom),Summer
"51.5158597162163, -0.08778521487864954",LPN-S000000000407,BEECH ST A,BEEA,Beech St A 11kV,14.1,18.7,58.87%,Green (Over 5% headroom),Summer
"51.52786094190464, -0.09398054022218509",LPN-S000000000415,CITY RD B 11KV,CITB,City Rd B 11kV,123.6,144.8,50.24%,Green (Over 5% headroom),Summer
"51.56145731489396, -0.08095604282686478",LPN-S000000000424,EDWARDS LANE C,EDLC,Edwards Lane C 11kV,70.0,78.6,24.81%,Green (Over 5% headroom),Winter
"51.51808438458495, -0.08296342493000462",LPN-S000000000428,FINSBURY MKT A 11KV,FINA,Finsbury Mkt A 11kV,42.3,55.4,56.03%,Green (Over 5% headroom),Summer
"51.52284760031371, -0.08899307717268272",LPN-S000000000430,FINSBURY MKT D 11KV,FIND,Finsbury Mkt D 11kV,27.6,37.4,58.33%,Green (Over 5% headroom),Summer
"51.518767893818136, -0.08359491564081802",LPN-S000000000433,FINSBURY MKT E 11KV,FINE,Finsbury Mkt E 11kV,143.3,147.8,47.87%,Green (Over 5% headroom),Summer
"51.55553429953441, -0.04698677540775447",LPN-S000000000442,HACKNEY C 6.6KV,HACC,Hackney C 6.6kV,51.5,52.5,29.52%,Green (Over 5% headroom),Winter
"51.562896358877424, -0.13267670214696867",LPN-S000000000446,HATCHARD RD,HATR,Hatchard Rd 11kV,41.9,54.4,19.3%,Green (Over 5% headroom),Winter
"51.52162261763374, -0.07057038963767456",LPN-S000000000453,HEARN ST,HEAR,Hearn St 11kV,42.8,50.0,100%,Green (Over 5% headroom),No Season of Constraint
"51.51263733059756, -0.09527903019782712",LPN-S000000000476,PATERNOSTER,PATE,Paternoster 11kV,14.4,18.9,11.81%,Green (Over 5% headroom),Summer
"51.6033926152826, 0.09175013543694081",LPN-S000000000526,FAIRLOP RD,FAIR,Fairlop Rd 11kV,42.8,56.7,42.76%,Green (Over 5% headroom),Summer
"51.45770342224707, 0.12864796393734676",LPN-S000000000705,BROADWAY,BROA,Broadway 11kV,42.3,57.3,21.51%,Green (Over 5% headroom),Summer
"51.4438843114181, 0.2169914621462853",LPN-S000000000716,DARTFORD GRID B 11KV,DARB,Dartford Grid B 11kV,42.3,56.2,27.66%,Green (Over 5% headroom),Summer
"51.46318595622345, 0.07961634560453591",LPN-S000000000728,ELTHAM GRID 11KV,ELTM,Eltham Grid 11kV,42.8,56.2,17.79%,Green (Over 5% headroom),Winter
"51.49631779044893, 0.011063181158848426",LPN-S000000000771,OLD SCHOOL CLOSE 11KV,OSCL,Old School Close 11kV,83.2,83.2,83.89%,Green (Over 5% headroom),Winter
"51.49578446860656, 0.1198578217685204",LPN-S000000000784,SEWELL RD B 11KV,SEWB,Sewell Rd B 11kV,42.3,57.3,9.22%,Green (Over 5% headroom),Summer
"51.464797909188945, -0.11880209502404414",LPN-S000000000910,BRIXTON B 11KV,BRXB,Brixton B 11kV,42.8,49.9,16.63%,Green (Over 5% headroom),Winter
"51.454330083277426, -0.14514619739110998",LPN-S000000000914,CLAPHAM PARK RD,CLAP,Clapham Park Rd 11kV,39.7,43.4,16.36%,Green (Over 5% headroom),Winter
"51.504817576104074, -0.08046273289119597",LPN-S000000000915,TOOLEY ST 11KV,TOOS,Tooley St 11kV,36.6,36.6,34.97%,Green (Over 5% headroom),Summer
"51.48500479665392, -0.11746319711481042",LPN-S000000000958,MONTFORD PL B 11KV,MONB,Montford Place B 11kV,69.8,75.8,32.45%,Green (Over 5% headroom),Winter
"51.499600780576664, -0.062005415142828306",LPN-S000000000962,NECKINGER,NECK,Neckinger 11kV,42.2,45.9,25.49%,Green (Over 5% headroom),Winter
"51.408530253603175, -0.14558610461605748",LPN-S000000001037,GORRINGE PARK,GORR,Gorringe Park 11kV,43.6,57.3,37.16%,Green (Over 5% headroom),Summer
"51.12299055469484, 0.2532068987163932",SPN-S000000007371,KH7371 TUNBRIDGE WELLS TOWN 11KV,7371,Tunbridge Wells Town 11kV,7.3,9.5,60%,Green (Over 5% headroom),Winter
"51.31664369772091, -0.2968277471442705",SPN-S000000008311,DC8311 ASHSTEAD 11KV,8311,Ashtead 11kV,14.7,19.3,36.05%,Green (Over 5% headroom),Summer
"51.298366636536066, 0.4567440293816174",SPN-S000000008312,KA8312 AYLESFORD 6.6KV,8312,Aylesford 6.6kV,28.4,28.4,24.3%,Green (Over 5% headroom),Winter
"51.38015206116349, -0.11089661428199339",SPN-S000000008314,AG8314 CROYDON A 6.6KV,8314,Croydon A 6.6kV,27.6,37.4,33.33%,Green (Over 5% headroom),Summer
"51.2577497726679, 0.0067214951969144544",SPN-S000000008326,KB8326 OXTED 11KV,8326,Oxted 11kV,16.7,17.6,37.5%,Green (Over 5% headroom),Winter
"51.287365907043096, -0.3336178951325607",SPN-S000000008328,DC8328 LEATHERHEAD TOWN 11KV,8328,Leatherhead Town 11kV,20.8,22.9,20.52%,Green (Over 5% headroom),Winter
"51.30430738998438, -0.6465530210510668",SPN-S000000008331,MB8331 BROOKWOOD 11KV,8331,Brookwood 11kV,29.7,37.7,36.87%,Green (Over 5% headroom),Winter
"50.80393950529234, 0.0507650603386206",SPN-S000000008335,JG8335 NEWHAVEN TOWN 11KV,8335,Newhaven Town 11kV,16.3,16.3,40.49%,Green (Over 5% headroom),Winter
"50.90740799177707, 0.4144674979267338",SPN-S000000008336,JH8336 NINFIELD LOCAL 11KV,8336,Ninfield Local 11kV,4.8,6.4,35.42%,Green (Over 5% headroom),Summer
"51.330860247198, -0.10961296373195795",SPN-S000000008341,AH8341 PURLEY LOCAL 11KV,8341,Purley Local 11kV,34.6,47.2,43.22%,Green (Over 5% headroom),Winter
"51.33071377375517, 0.7930030845939925",SPN-S000000008344,CH8344 SITTINGBOURNE TOWN,8344,Sittingbourne Town 11kV,19.6,26.3,39.8%,Green (Over 5% headroom),Summer
"50.9955708624179, 0.16195842027172233",SPN-S000000008345,JF8345 BUXTED 11KV,8345,Buxted 11kV,11.3,11.3,12.39%,Green (Over 5% headroom),Winter
"51.352532679086174, -0.17436691918958905",SPN-S000000008347,AI8347 SUTTON A 11KV,8347,Sutton A 11kV,16.7,23.1,9.96%,Green (Over 5% headroom),Winter
"51.366349030109724, -0.1863490025981224",SPN-S000000008348,AI8348 SUTTON B 11KV,8348,Sutton B 11kV,19.2,22.9,9.61%,Green (Over 5% headroom),Winter
"50.82054951106568, -0.35690080560549103",SPN-S000000008354,BK8354 WORTHING TOWN 11KV,8354,Worthing Town 11kV,49.7,65.8,52.31%,Green (Over 5% headroom),Summer
"51.153284034969595, 0.6166065836638454",SPN-S000000008365,JD8365 HEADCORN 6.6KV,8365,Headcorn 6.6kV,9.8,12.7,23.47%,Green (Over 5% headroom),Summer
"51.40838644538649, 0.7518853425085988",SPN-S000000008368,FB8368 QUEENBOROUGH 6.6KV,8368,Queenborough 6.6kV,15.5,20.6,60.65%,Green (Over 5% headroom),Summer
"51.385051583250075, -0.08897375230441258",SPN-S000000008372,AG8372 SPURGEONS BRIDGE 6.6KV,8372,Spurgeons Bridge 6.6kV,18.4,22.8,34.65%,Green (Over 5% headroom),Winter
"51.100133590315515, 0.5563321370526945",SPN-S000000008381,JD8381 CRANBROOK 11KV,8381,Cranbrook 11kV,4.6,6.2,4.35%,Yellow (Between 5% overloaded and 5% headroom),Summer
"51.10998770585453, -0.14128751414623902",SPN-S000000008385,BJ8385 CRAWLEY TOWN 11KV,8385,Crawley Town 11kV,50.2,65.1,49.8%,Green (Over 5% headroom),Summer
"51.2051720035886, -0.015032616808648116",SPN-S000000008386,KC8386 CROWHURST 11KV,8386,Crowhurst 11kV,9.7,12.9,49.61%,Green (Over 5% headroom),Winter
"51.07361550017976, 0.2026593577998127",SPN-S000000008387,JD8387 STEEL CROSS 6.6KV,8387,Steel Cross 6.6kV,2.5,3.9,-12%,Red (More than 5% overloaded),Summer
"51.15168780352299, 1.2774829893242217",SPN-S000000008391,CA8391 DOVER 11KV,8391,Dover 11kV,40.5,49.7,37.83%,Green (Over 5% headroom),Winter
"51.264203971622784, -0.4302974105975093",SPN-S000000008397,DC8397 EFFINGHAM 11KV,8397,Effingham 11kV,18.6,21.6,34.26%,Green (Over 5% headroom),Winter
"51.18524473771563, 0.8990464136986771",SPN-S000000008402,LA8402 ASHFORD EAST 11KV,8402,Ashford East 11kV,15.9,22.2,33.33%,Green (Over 5% headroom),Summer
"51.301939291019146, 0.8983481887341208",SPN-S000000008405,CH8405 FAVERSHAM 11KV,8405,Faversham 11kV,31.7,40.9,53.3%,Green (Over 5% headroom),Winter
"51.441646094682774, 0.40033515574752443",SPN-S000000008409,KD8409 GRAVESEND TOWN 6.6KV,8409,Gravesend Town 6.6kV,16.8,17.9,15.64%,Green (Over 5% headroom),Winter
"51.43965480785587, -0.2936151590630993",SPN-S000000008411,DB8411 HAM 11KV,8411,Ham 11kV,18.6,18.8,34.04%,Green (Over 5% headroom),Winter
"50.848262464883206, -0.19744213360803645",SPN-S000000008413,BC8413 HANGLETON 11KV,8413,Hangleton 11kV,17.4,20.8,35.58%,Green (Over 5% headroom),Winter
"51.23692359190291, 0.7125531761596954",SPN-S000000008414,LA8414 HARRIETSHAM 11KV,8414,Harrietsham 11kV,14.9,14.9,19.46%,Green (Over 5% headroom),Winter
"51.354097461263635, 1.1515318535947237",SPN-S000000008417,CD8417 HERNE BAY 11KV,8417,Herne Bay 11kV,34.6,46.3,54.05%,Green (Over 5% headroom),Summer
"50.93282985983492, 0.23756726332418482",SPN-S000000008418,JH8418 HORAM 11KV,8418,Horam 11kV,9.9,11.9,26.05%,Green (Over 5% headroom),Winter
"51.080043481062475, 1.0692703662073753",SPN-S000000008421,LB8421 HYTHE MAIN 11KV,8421,Hythe Main 11kV,18.8,23.8,48.74%,Green (Over 5% headroom),Winter
"51.045968003968184, 0.23484225789776098",SPN-S000000008422,JH8422 JARVIS BROOK 6.6KV,8422,Jarvis Brook 6.6kV,4.6,6.2,32.26%,Green (Over 5% headroom),Winter
"51.46322559581125, 0.644970033682877",SPN-S000000008425,KD8425 GRAIN 11KV,8425,Grain 11kV,6.8,6.8,35.29%,Green (Over 5% headroom),Winter
"51.19379049813347, 0.8056908175701971",SPN-S000000008428,LA8428 LITTLE CHART 6.6KV,8428,Little Chart 6.6kV,6.9,7.0,7.14%,Green (Over 5% headroom),Winter
"50.86185016962694, 0.38609366193845085",SPN-S000000008429,JH8429 LITTLE COMMON 11KV,8429,Little Common 11kV,18.6,22.2,33.33%,Green (Over 5% headroom),Winter
"51.176449362233114, 0.5042993790830012",SPN-S000000008433,JD8432 MARDEN 11KV,8433,Marden 11kV,9.0,11.8,38.14%,Green (Over 5% headroom),Winter
"51.201158958799894, 0.46176657542009414",SPN-S000000008433,JD8433 MARDEN 6.6KV,8433,Marden 11kV,9.0,11.8,38.14%,Green (Over 5% headroom),Winter
"51.41076019988295, 0.8057574013205404",SPN-S000000008436,CH8436 MINSTER 6.6KV,8436,Minster 6.6kV,10.5,13.2,31.06%,Green (Over 5% headroom),Winter
"50.943982992406646, 0.451364761994225",SPN-S000000008438,JH8438 MOUNTFIELD 11KV,8438,Mountfield 11kV,9.5,12.4,16.94%,Green (Over 5% headroom),Winter
"51.37423324728921, -0.23134433428903348",SPN-S000000008443,AI8443 NORTH CHEAM 11KV,8443,North Cheam 11kV,17.5,21.5,29.3%,Green (Over 5% headroom),Winter
"51.35279978839441, -0.31185422837139554",SPN-S000000008445,DA8445 NORTH CHESSINGTON 11KV,8445,North Chessington 11kV,13.8,18.7,28.88%,Green (Over 5% headroom),Winter
"51.29073981566444, -0.5578356236031867",SPN-S000000008453,MB8453 OLD WOKING 11KV,8453,Old Woking 11kV,12.5,16.2,21.6%,Green (Over 5% headroom),Summer
"51.152759238444546, 0.17631014626336775",SPN-S000000008457,KG8457 PENSHURST 11KV,8457,Penshurst 11kV,10.6,14.2,68.87%,Green (Over 5% headroom),Summer
"50.941454363421784, -0.5078523066934449",SPN-S000000008460,BA8460 PULBOROUGH,8460,Pulborough 11kV,16.6,22.9,39.16%,Green (Over 5% headroom),Summer
"50.99617862792187, 0.482464270342587",SPN-S000000008468,JD8468 ROBERTSBRIDGE 11KV,8468,Robertsbridge 11kV,10.4,13.5,76.92%,Green (Over 5% headroom),Summer
"51.44330980061608, 0.35149944234853625",SPN-S000000008470,KD8470 ROSHERVILLE 6.6KV,8470,Rosherville 6.6kV,13.6,18.9,29.41%,Green (Over 5% headroom),Summer
"50.82377302213641, -0.058711846988606715",SPN-S000000008472,BB8472 ROTTINGDEAN 11KV,8472,Rottingdean 11kV,19.2,22.6,52.65%,Green (Over 5% headroom),Winter
"51.13465686466376, 0.22275321981729418",SPN-S000000008474,KG8474 RUSTHALL 11KV,8474,Rusthall 11kV,9.2,12.7,59.06%,Green (Over 5% headroom),Winter
"50.95533466346775, 0.7606602207327415",SPN-S000000008476,JJ8476 RYE 11KV,8476,Rye 11kV,9.8,12.6,13.27%,Green (Over 5% headroom),Summer
"51.36649700734537, 1.4261853541251728",SPN-S000000008478,CI8478 ST PETERS 11KV,8478,St Peters 11kV,19.4,22.6,3.54%,Yellow (Between 5% overloaded and 5% headroom),Winter
"50.78888593280158, 0.13090910968041464",SPN-S000000008479,JG8479 SEAFORD 11KV,8479,Seaford 11kV,19.8,22.9,38.86%,Green (Over 5% headroom),Winter
"51.321954647378774, -0.04529284349935944",SPN-S000000008481,AA8481 SELSDON 11KV,8481,Selsdon 11kV,19.4,22.8,33.33%,Green (Over 5% headroom),Winter
"51.433998583966364, 0.7441759186325585",SPN-S000000008483,FB8483 SHEERNESS 6.6KV,8483,Sheerness 6.6kV,13.4,15.4,40.26%,Green (Over 5% headroom),Winter
"51.37858671918829, -0.05444171540861584",SPN-S000000008484,AB8484 SHIRLEY 11KV,8484,Shirley 11kV,15.7,20.0,27%,Green (Over 5% headroom),Winter
"50.85140277282741, -0.23322206410658422",SPN-S000000008490,BC8490 SOUTHWICK 11KV,8490,Southwick 11kV,14.1,19.1,35.46%,Green (Over 5% headroom),Summer
"51.37764790579189, 0.38833358422881925",SPN-S000000008498,GC8498 COBHAM 11KV,8498,Cobham Kent 11kV,9.7,13.0,21.65%,Green (Over 5% headroom),Summer
"51.14993707033969, 0.7382571219944778",SPN-S000000008502,LA8502 WEST ASHFORD 6.6KV,8502,West Ashford 6.6kV,4.8,6.3,26.98%,Green (Over 5% headroom),Winter
"51.21167103560872, 0.23707211019102906",SPN-S000000008504,KG8504 TONBRIDGE TOWN 6.6KV,8504,Tonbridge Town 6.6kV,17.3,22.0,38.18%,Green (Over 5% headroom),Winter
"51.36841558964584, -0.42716709575450323",SPN-S000000008506,ME8506 WALTON 11KV,8506,Walton 11kV,28.8,37.3,41.02%,Green (Over 5% headroom),Winter
"51.36929138666712, 0.005474986485246488",SPN-S000000008513,AA8513 WEST WICKHAM 11KV,8513,West Wickham 11kV,19.4,22.3,12.11%,Green (Over 5% headroom),Winter
"51.25580253872876, 1.1873741493450312",SPN-S000000008517,CB8517 WINGHAM 11KV,8517,Wingham 11kV,11.0,13.4,-11.19%,Red (More than 5% overloaded),Winter
"51.329044226185616, -0.400208152202605",SPN-S000000008518,DA8518 COBHAM 11KV,8518,Cobham Surrey 11kV,19.8,22.9,19.21%,Green (Over 5% headroom),Winter
"51.30740363506736, 0.3316509976841188",SPN-S000000008519,GC8519 WROTHAM HEATH 11KV,8519,Wrotham Heath 11kV,13.0,16.6,2.41%,Yellow (Between 5% overloaded and 5% headroom),Winter
"51.44980488657549, 0.2948926480191374",SPN-S000000008522,IA8522 SWANSCOMBE 11KV,8522,Swanscombe 11kV,9.9,13.0,71.54%,Green (Over 5% headroom),Winter
"51.25545341170432, 0.46114388946908397",SPN-S000000008527,CE8527 BARMING 11KV,8527,Barming 11kV,15.9,21.0,9.52%,Green (Over 5% headroom),Winter
"50.80725034081226, 0.2888226089965268",SPN-S000000008530,JI8530 HAMPDEN PARK 11KV,8530,Hampden Park 11kV,16.7,22.5,23.95%,Green (Over 5% headroom),Summer
"51.32379089666025, -0.588203816157438",SPN-S000000008535,MB8535 HORSELL 11KV,8535,Horsell 11kV,15.4,17.4,25.86%,Green (Over 5% headroom),Winter
"51.44920054701845, 0.26277233058321503",SPN-S000000008544,KD8544 STONE MARSHES 11KV,8544,Stonemarshes 11kV,20.5,26.7,40.49%,Green (Over 5% headroom),Summer
"50.83297509782869, -0.2199319743219129",SPN-S000000008545,BC8545 PORTSLADE 11KV,8545,Portslade 11kV,31.4,43.9,64.69%,Green (Over 5% headroom),Winter
"50.89837405381598, -0.3015690771183571",SPN-S000000008546,BI8546 STEYNING 11KV,8546,Steyning 11kV,10.6,14.4,57.64%,Green (Over 5% headroom),Winter
"51.14339707558693, 0.918336568649142",SPN-S000000008595,LA8595 SEVINGTON 11KV,8595,Sevington 11kV,16.9,22.9,13.97%,Green (Over 5% headroom),Winter
"51.31318062270137, 1.1240399619857289",SPN-S000000008597,CB8597 CANTERBURY LOCAL 11KV,8597,Canterbury Local 11kV,17.6,23.1,22.51%,Green (Over 5% headroom),Winter
"50.84550623357113, -0.16329132256456377",SPN-S000000008601,BC8601 THE DROVEWAY,8601,The Droveway 11kV,28.8,36.6,43.72%,Green (Over 5% headroom),Winter
"51.341457130413445, -0.010839770482914096",SPN-S000000008609,AA8609 ADDINGTON GRID 11KV,8609,Addington Grid 11kV,16.4,22.5,70.12%,Green (Over 5% headroom),Summer
"51.16094180895359, 0.8499921192190937",SPN-S000000008610,LA8610 SINGLETON 6.6KV,8610,Singleton 6.6kV,16.7,21.3,58.22%,Green (Over 5% headroom),Winter
"51.354798654933404, 1.3427805584430426",SPN-S000000008616,CG8616 MANSTON 11KV,8616,Manston 11kV,28.8,36.6,96.53%,Green (Over 5% headroom),Summer
"51.2421732865717, -0.6255235361857934",SPN-S000000008621,MC8521 GUILDFORD A 11KV,8621,Guildford 'A' 11kV,30.0,40.0,42.5%,Green (Over 5% headroom),Winter
"51.396495724634526, -0.28747839903811584",SPN-S000000008622,DB8622 BERRYLANDS 11KV,8622,Berrylands 11kV,16.4,21.5,31.1%,Green (Over 5% headroom),Summer
"51.43969834628704, 0.3190383656111804",SPN-S000000008627,KD8627 EBBSFLEET 11KV,8627,Ebbsfleet 11KV,28.8,32.3,60.06%,Green (Over 5% headroom),Winter
"51.25060867958915, 0.35668366399391743",SPN-S000000008643,KE8643 MEREWORTH 11KV,8643,Mereworth 11kV,17.1,20.1,19.4%,Green (Over 5% headroom),Winter
"51.22529858956552, 0.5638109852302075",SPN-S000000008644,CE8644 SHEPWAY 11KV,8644,Shepway 11kV,30.0,36.0,37.5%,Green (Over 5% headroom),Winter
"51.33767516885298, 0.5530225707340619",SPN-S000000008646,GA8646 LORDSWOOD,8646,Lordswood 11KV,22.9,22.9,37.12%,Green (Over 5% headroom),Winter
"51.3187984254814, 0.4515863640985712",SPN-S000000008653,GC8653 TOWNSEND HOOK,8653,Townsend Hook 6.6kV,10.6,13.2,-9.43%,Red (More than 5% overloaded),Summer
"51.38197782932102, 1.3885426895031823",SPN-S000000008655,CI8655 MARGATE 11KV,8655,Margate 11kV,27.6,36.4,51.1%,Green (Over 5% headroom),Winter
"51.205329508588946, 1.224705521596355",SPN-S000000008658,CB8658 LIGHTWEIGHT AGGREGATES 11KV,8658,Lightweight Aggregates 11kV,3.6,4.8,4.17%,Yellow (Between 5% overloaded and 5% headroom),Winter
"51.11174893585966, 1.139411501248388",SPN-S000000009320,LC9320 MOREHALL 11KV,9320,Morehall 132/11kV,58.8,74.7,67.74%,Green (Over 5% headroom),Winter
"51.08194906671184, -0.3156779000358717",SPN-S000000009324,BE9324 HORSHAM GRID 11KV,9324,Horsham Grid 11kV,58.2,75.7,43.64%,Green (Over 5% headroom),Summer
"51.43162405678985, 0.5888434644634034",SPN-S000000009525,GB9525 KINGSNORTH GRID 11KV,9525,Kingsnorth Grid 11kV,29.1,37.3,76.41%,Green (Over 5% headroom),Winter
"51.76033713801074, 0.48534125633110825",EPN-S0000000F3002,A71 CHELMSFORD NORTH GRID,0F3002,Chelmsford North Grid 11kV,57.6,73.2,32.99%,Green (Over 5% headroom),Summer
"51.882336804691704, 0.942356259565505",EPN-S0000000F3044,J32 COLCHESTER GRID,0F3044,Colchester Grid 11kV,28.8,37.4,56.15%,Green (Over 5% headroom),Winter
"52.07742637879164, -0.27895111812579937",EPN-S0000000F4068,J08 BIGGLESWADE PRIMARY,0F4068,Huntingdon Grid 11kV,57.6,73.2,40.62%,Green (Over 5% headroom),Summer
"52.54355878565595, -0.24915505485159142",EPN-S0000000F6039,C54 PETERBOROUGH SOUTH PRI,0F6039,Peterborough South Grid 11kV,57.6,73.2,59.9%,Green (Over 5% headroom),Summer
"51.60097555916014, -0.051082717672035836",EPN-S0000000F7021,D04 TOTTENHAM GRID,0F7021,Tottenham Grid 11kV,28.8,34.6,31.6%,Green (Over 5% headroom),Summer
"51.676300666882256, -0.04137595278131464",EPN-S0000000F7022,G50 WALTHAM PARK,0F7022,Waltham Park 11kV,57.6,74.9,70.31%,Green (Over 5% headroom),Summer
"51.58324241407798, -0.12772304854474267",EPN-S0000000F7098,D02 HORNSEY GRID,0F7098,Hornsey Grid 11kV,28.8,34.6,22.54%,Green (Over 5% headroom),Winter
"51.64542422023543, -0.41478949817173083",EPN-S0000000F8095,K40 HOLYWELL GRID,0F8095,Holywell Grid 11kV,57.6,69.1,42.98%,Green (Over 5% headroom),Winter
"51.80751606702786, 1.179805113073152",EPN-S0000000G3010,J52 VALLEYBRIDGE RD PRIMARY,0G3010,Valleybridge Rd Primary 11kV,16.6,22.1,28.31%,Green (Over 5% headroom),Summer
"51.92758478042065, -0.15116537822793263",EPN-S0000000G8064,J63 VERITY WAY PRIMARY,0G8064,Verity Way Primary 11kV,17.3,23.0,34.1%,Green (Over 5% headroom),Summer
"52.016628316599935, 1.2308808438761507",EPN-S0000000H1001,D44 NACTON 33/11,0H1001,Nacton Primary 11kV,17.3,23.0,63.58%,Green (Over 5% headroom),Summer
"52.0392828138549, 1.1483041078613014",EPN-S0000000H1008,D21 TURRET LN PRIMARY,0H1008,Turret Ln Primary 11kV,16.6,21.9,42.17%,Green (Over 5% headroom),Summer
"52.387558829829544, 1.1104077538812838",EPN-S0000000H1014,B10 DISS GRID,0H1014,Diss Grid 11kV,11.0,14.4,11.82%,Green (Over 5% headroom),Summer
"52.05536173585792, 0.7203555538857472",EPN-S0000000H1019,B26 SUDBURY PRIMARY,0H1019,Sudbury Primary 11kV,18.3,18.3,16.94%,Green (Over 5% headroom),Winter
"52.44142499443753, 0.8075396772978848",EPN-S0000000H1021,B28 WATER LN PRIMARY,0H1021,Water Ln Primary 11kV,16.6,22.1,31.33%,Green (Over 5% headroom),Summer
"52.41081314913544, 0.7125064941495277",EPN-S0000000H1025,B27 KIMMS BELT PRIMARY,0H1025,Kimms Belt Primary 11kV,12.9,14.6,13.18%,Green (Over 5% headroom),Summer
"52.221979601945506, 0.6737104527518512",EPN-S0000000H1027,B06 PLAYFIELD PRIMARY,0H1027,Playfield Primary 11kV,14.4,18.7,23.61%,Green (Over 5% headroom),Summer
"52.44294986161028, 1.168780788516614",EPN-S0000000H1033,B31 TIVETSHALL PRIMARY,0H1033,Tivetshall Primary 11kV,11.0,11.5,29.57%,Green (Over 5% headroom),Winter
"52.44353923451047, 0.5906347663742255",EPN-S0000000H1034,B05 BRANDON PRIMARY,0H1034,Brandon Primary 11kV,11.0,14.4,0.91%,Yellow (Between 5% overloaded and 5% headroom),Summer
"52.036230680802596, 1.1745686086339642",EPN-S0000000H1045,D23 FORE HAMLET PRIMARY,0H1045,Fore Hamlet Primary 11kV,27.4,36.5,53.65%,Green (Over 5% headroom),Summer
"52.063521557646986, 1.3883705710895409",EPN-S0000000H1050,D31 MELTON PRIMARY,0H1050,Melton Primary 11kV,9.6,12.5,26.04%,Green (Over 5% headroom),Summer
"52.02851242108696, 0.8447467783179993",EPN-S0000000H1052,B16 GROTON PRIMARY,0H1052,Groton Primary 11kV,11.0,14.4,10.91%,Green (Over 5% headroom),Summer
"52.03836064137836, 0.9800761145019021",EPN-S0000000H1054,B18 HADLEIGH PRIMARY,0H1054,Hadleigh Primary 11kV,14.6,14.6,25.34%,Green (Over 5% headroom),Winter
"52.203544357863684, 0.8519507959062071",EPN-S0000000H1061,B11 DRINKSTONE PRIMARY,0H1061,Drinkstone Primary 11kV,14.6,14.6,34.93%,Green (Over 5% headroom),Winter
"52.301405221697486, 0.7096180153649622",EPN-S0000000H1062,B14 FORNHAM PRIMARY,0H1062,Fornham Primary 11kV,16.6,22.0,27.71%,Green (Over 5% headroom),Summer
"51.972355179723074, 1.2320833247435437",EPN-S0000000H1075,D42 SHOTLEY PRIMARY,0H1075,Shotley Primary 11kV,17.3,20.8,85.1%,Green (Over 5% headroom),Winter
"51.742265682390524, 0.6885965854687102",EPN-S0000000H3006,A38 MALDON CAUSEWAY PRIMARY,0H3006,Maldon Causeway Primary 11kV,19.2,23.0,26.04%,Green (Over 5% headroom),Summer
"51.96904165237402, 0.34081344090096155",EPN-S0000000H3009,A51 THAXTED LOCAL,0H3009,Thaxted Local 11kV,5.8,5.8,5.17%,Green (Over 5% headroom),Winter
"51.91609756754062, 0.8717748543666571",EPN-S0000000H3016,J39 BRAISWICK PRIMARY,0H3016,Braiswick Primary 11kV,17.3,21.9,55.25%,Green (Over 5% headroom),Winter
"51.91247113519768, 0.947955574651815",EPN-S0000000H3020,J41 PARSONS HEATH PRIMARY,0H3020,Parsons Heath Primary 11kV,16.6,22.1,35.29%,Green (Over 5% headroom),Winter
"51.73388532370108, 0.4074042454371019",EPN-S0000000H3022,A52 WEST CHELMSFORD PRIMARY,0H3022,West Chelmsford Primary 11kV,17.0,20.4,28.92%,Green (Over 5% headroom),Winter
"52.16296713812289, 0.6449049943494696",EPN-S0000000H3025,B04 BOXTED PRIMARY,0H3025,Boxted Primary 11kV,9.6,11.5,66.96%,Green (Over 5% headroom),Winter
"51.8556635170804, 0.889785699165964",EPN-S0000000H3032,J64 BERECHURCH PRIMARY,0H3032,Berechurch Primary 11kV,17.3,19.3,58.03%,Green (Over 5% headroom),Winter
"51.889726738842434, 0.9113441490920197",EPN-S0000000H3036,J37 EAST BAY PRIMARY,0H3036,East Bay Primary 11kV,16.6,19.0,55.79%,Green (Over 5% headroom),Winter
"51.95658700931214, 0.8898651273551755",EPN-S0000000H3047,J55 LANGHAM PRIMARY,0H3047,Langham Primary 11kV,11.0,14.4,55.56%,Green (Over 5% headroom),Winter
"51.696670226894526, 0.6869241545230187",EPN-S0000000H3062,A40 MALDON WICK PRIMARY,0H3062,Maldon Wick Primary 11kV,16.6,22.1,26.51%,Green (Over 5% headroom),Summer
"51.71032285668388, 0.577324369452796",EPN-S0000000H3066,A23 DANBURY PRIMARY,0H3066,Danbury Primary 11kV,16.5,17.8,55.62%,Green (Over 5% headroom),Winter
"51.65208721860636, 0.7832959481196777",EPN-S0000000H3071,A18 BURNHAM PRIMARY,0H3071,Burnham Primary 11kV,17.3,20.9,46.41%,Green (Over 5% headroom),Winter
